NAME	X	Y	Cluster	Individual library (may be several per mouse)	Mouse	Timepoint
MOUSE_CELL_193	2952.9307532988287	4021.9839617780954	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_194	3662.0867093779707	4215.320657502107	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_195	1562.0331243384526	3008.418445079049	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_196	3343.958444858018	3691.4740294872618	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_197	2072.289086981211	3781.0245551484118	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_198	3496.6753876312177	4222.401053111985	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_199	3568.0142978213826	1271.3262269650968	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_200	3592.460209791943	3792.9861219921663	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_201	3449.753774232232	4166.053249853684	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_202	1212.0821640465165	4210.8481454319435	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_203	2944.548541758481	3450.685993850068	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_204	1430.6155097644191	3895.0533251619786	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_205	2660.1677892270172	4854.800672211361	PNEC	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_206	2958.337362905259	4033.983933509881	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_207	1657.972014415756	3850.860825880689	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_208	3520.449975974001	3821.2339595286107	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_209	1187.3799024776172	4012.938690444614	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_210	3258.720617422184	4216.255082093031	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_211	3294.231144829075	3988.5388376147675	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_212	3782.2178768326808	4287.151815997625	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_213	3663.743348484513	4218.313239476035	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_214	1139.944622976557	3614.8296757782086	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_215	3531.5547280113515	2053.0726818782414	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_216	1265.6801446945788	4239.711010335657	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_217	3310.804750588918	2718.6905539099307	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_218	1901.578812768299	3972.412534204445	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_219	1329.3412049638237	4028.23763800383	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_220	1498.3272075658726	4073.1173374745304	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_221	1866.190089865921	4024.306966384966	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_222	2706.3504990241595	3890.1179306031204	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_223	3561.819160940432	3781.2184108604592	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_224	3383.1561666908156	3653.7382281426676	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_225	3615.1607702250303	4158.982967989538	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_226	3278.6322134639236	3615.753794464877	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_227	2734.0085646903253	3402.998999227418	Krt4/13+	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_228	1276.189426323121	3445.0707606631067	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_229	1460.5026990256938	3814.5722260264624	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_230	1609.2864114236995	4129.037491079803	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_231	1407.7431547844503	4017.645869297706	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_232	1565.4491559138405	4012.738425179154	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_233	3728.9855745404316	1318.3139750643568	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_234	3389.0982947497832	4193.436706698176	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_235	3602.634107922894	4191.067889799762	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_236	3566.2388430339233	4221.742878791802	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_237	1314.7982481019549	4189.588416451638	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_238	1250.026658378078	3537.161893642639	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_239	3655.3525611373725	1388.2961280548525	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_240	3096.3112845775017	3948.777246927301	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_241	1269.9901981794787	4164.713498117202	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_242	1267.3913771393563	3639.2452886799406	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_243	3573.1235149044733	1976.989727438799	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_244	1185.6728902391828	3666.440547434846	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_245	3254.1896301681077	3612.303776808819	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_246	3717.4115937981055	4331.105834290411	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_247	1210.8511469209157	3435.7994854132085	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_248	3475.6977953849923	4046.9084166865464	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_249	3701.8117444054515	1359.8764888934702	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_250	1426.4018086432964	3497.9633111565117	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_251	1425.5532658475427	3618.4468041135297	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_252	2332.022927478051	3864.8376853235936	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_253	3251.8084647050932	3600.68094793467	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_254	3106.591165748478	3746.53548431851	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_255	3560.0940540948877	4034.2025850816367	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_256	3455.8562873794417	4245.8730309501525	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_257	1252.1860386120761	4209.391661710823	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_258	3303.499752614497	3539.151201841685	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_259	2608.3903165805114	3659.266700161073	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_260	1232.1337632706566	3847.8578337588156	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_261	1228.8657462600459	3866.1787770974747	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_262	3459.4381528316826	4035.59152024633	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_263	1488.401117324143	3936.9098570172773	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_264	3624.307032405891	1134.651693371607	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_265	1302.1791669058189	3499.550598075163	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_266	3777.9456442170895	4156.517542389516	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_267	3545.1963850661705	4191.347731048036	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_268	3073.147821017723	4007.3079408571944	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_269	1784.1983825615894	3926.8518811747995	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_270	3326.990302239399	3594.846129602838	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_271	3713.051752235833	1399.8143634484954	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_272	2239.6630250251083	3680.6232248600268	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_273	3380.3810571069516	1037.5003729561786	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_274	1484.0614009737724	3935.053715320551	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_275	2391.8424933553997	3737.463385976176	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_276	2418.2280823638735	3129.6988052741694	Krt4/13+	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_277	1571.0501229540655	3656.4775807572414	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_278	3829.6119328177097	4324.086086938419	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_279	3488.357907920989	4209.044046288976	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_280	2183.6738798356546	3482.940455368211	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_281	1721.9163142803318	3609.990355472153	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_282	3264.7654600463147	3861.88078861557	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_283	1226.7210224276919	4114.524199160542	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_284	1143.447300423472	3695.235268560694	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_285	3524.43229804131	3736.1444706892	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_286	3623.8657157219227	4360.88081143492	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_287	1114.544623705041	4195.766354287155	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_288	2513.311433268933	3249.829092645321	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_289	3626.596664613667	1758.5159423748282	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_290	1311.9664057652262	4204.626380708143	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_291	3670.549218886753	1412.524243814196	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_292	2805.5270340111642	3426.1488101554646	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_293	1266.6201766689655	3813.6864920976955	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_294	3425.297984846614	3838.2351678531236	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_295	1676.509144599328	4017.691900038225	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_296	1076.2441151001462	4214.18894749784	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_297	1608.3204787588556	4050.304209844438	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_298	3468.9416649145633	4151.451992325208	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_299	1197.4243277226265	4078.9903522064305	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_300	3503.5839355965795	4339.497103387006	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_301	3195.3366789909446	3500.317237270629	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_302	3637.2748515341036	1315.088857135223	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_303	3679.956741707953	4394.518791514505	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_304	1274.2418661946685	3376.1087079852314	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_305	1260.0135077884102	4227.835837655916	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_306	3624.461118881515	1409.561367187131	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_307	3661.2108699035243	4400.966449251381	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_308	3019.264961220888	3590.1985823957534	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_309	1792.07257831592	3894.0234736407374	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_310	3604.1883433598923	4210.5745142808555	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_311	1552.5676107892227	3783.046829566249	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_312	3047.2940920835135	3708.1110903119443	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_313	1298.4274279996544	3876.255826941421	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_314	3487.2961232867124	4259.33322642139	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_315	3521.7171645129206	4326.598804698126	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_316	3407.1637980271475	4046.6854320347666	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_317	3643.271745935008	4065.2866401605725	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_318	3654.6692853069235	4213.082421332653	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_319	1280.355146381399	3942.234720817497	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_320	3323.868494637399	3579.5131188973014	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_321	1507.5714176340548	3499.6164827408907	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_322	1535.656572879762	3826.2471455005657	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_323	1979.182536071114	3406.3830394088645	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_324	1517.1811785422465	4162.894919745508	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_325	2238.975171774139	3688.647207094873	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_326	1325.4409310147903	3605.3417358445367	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_327	1215.5300694391397	4028.3178289132798	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_328	1895.3748716364762	3983.637186289605	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_329	2645.8110268707255	4831.736633652494	PNEC	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_330	1233.701506254525	4270.027995402123	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_331	1217.2191589858471	3875.6084910308073	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_332	2770.7567433936156	3418.4664218307835	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_333	1228.2376804732585	4213.864316677951	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_334	3652.381416503341	3900.567865267919	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_335	2650.9402055861865	3505.924932382021	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_336	3604.153357242647	4246.511334159799	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_337	2446.2939234188707	5063.325222382988	Brush	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_338	2657.592043291216	4832.011682921045	PNEC	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_339	3666.2617500466426	1314.6528357782176	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_340	3437.325859143195	4140.4375472535285	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_341	2441.749269238586	3130.361949010371	Krt4/13+	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_342	1203.3887677490247	3774.7213522160087	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_343	1157.294133481082	3775.4101132083433	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_344	3629.884260213829	1251.0206180464456	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_345	3336.145253896653	3921.820146552432	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_346	1380.6502546753964	4220.951631054919	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_347	1175.1937842064963	4017.1454256968336	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_348	1209.334656092428	4173.966157957809	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_349	3716.818896728966	4284.939174175299	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_350	3607.278586423432	1350.3323314164306	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_351	1450.7401921322871	3461.0721185877856	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_352	1677.5403013080356	3762.0072567452767	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_353	1258.2067579888371	3780.3630936198556	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_354	3302.6099973891587	4205.693679434553	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_355	1636.6037767787352	3597.222479962159	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_356	1779.2001341649172	3527.247787900012	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_357	3017.6128470627023	3878.892547824212	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_358	3614.31754668583	4256.822131508361	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_359	1671.655193132968	3691.698238818927	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_360	2444.0505616710298	3718.2091405952087	Secretory	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_361	1451.6057825927169	3589.575876327218	Basal	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
MOUSE_CELL_362	3578.39957627108	1334.8263560320702	Ciliated	nov2016_6_uninjured_mouse_id_54	uninjured_mouse_id_54	uninjured
